time;AAN155Free;AAN155_Ba;solvent
4089,3555;2,00E+01;1,91E+02;4,00E+00
4091,7969;1,60E+01;2,05E+02;3,00E+00
4094,2383;1,80E+01;2,11E+02;2,00E+00
4096,68;1,70E+01;1,86E+02;5,00E+00
4099,1211;2,20E+01;1,96E+02;6,00E+00
4101,5625;2,00E+01;1,90E+02;7,00E+00
4104,0039;1,90E+01;2,11E+02;3,00E+00
4106,4453;1,30E+01;1,76E+02;2,00E+00
4108,8867;2,30E+01;2,12E+02;2,00E+00
4111,3281;1,40E+01;2,05E+02;5,00E+00
4113,77;1,70E+01;1,92E+02;5,00E+00
4116,2109;1,50E+01;2,00E+02;1,00E+00
4118,6523;1,50E+01;1,95E+02;3,00E+00
4121,0938;1,30E+01;1,65E+02;2,00E+00
4123,5352;1,90E+01;2,05E+02;3,00E+00
4125,9766;2,80E+01;2,20E+02;3,00E+00
4128,418;1,90E+01;1,80E+02;1,00E+00
4130,8594;2,00E+01;1,99E+02;1,00E+00
4133,3008;1,00E+01;1,95E+02;3,00E+00
4135,7422;2,30E+01;1,76E+02;1,00E+00
4138,1836;2,10E+01;1,89E+02;4,00E+00
4140,625;1,50E+01;1,82E+02;3,00E+00
4143,0664;2,10E+01;1,91E+02;4,00E+00
4145,5078;1,70E+01;2,02E+02;2,00E+00
4147,9492;1,40E+01;2,09E+02;2,00E+00
4150,3906;1,90E+01;1,90E+02;1,00E+00
4152,832;1,40E+01;1,74E+02;3,00E+00
4155,2734;1,90E+01;1,92E+02;3,00E+00
4157,7148;1,60E+01;2,26E+02;6,00E+00
4160,1563;2,00E+01;1,69E+02;0,00E+00
4162,5977;2,20E+01;1,88E+02;3,00E+00
4165,0391;1,90E+01;1,75E+02;2,00E+00
4167,48;1,80E+01;1,78E+02;1,00E+00
4169,9219;1,60E+01;1,62E+02;2,00E+00
4172,3633;1,60E+01;2,04E+02;4,00E+00
4174,8047;2,10E+01;1,88E+02;6,00E+00
4177,2461;1,90E+01;1,77E+02;1,00E+00
4179,6875;2,20E+01;1,83E+02;4,00E+00
4182,1289;2,20E+01;1,85E+02;4,00E+00
4184,57;2,00E+01;1,74E+02;6,00E+00
4187,0117;1,20E+01;2,10E+02;2,00E+00
4189,4531;2,60E+01;1,64E+02;3,00E+00
4191,8945;1,80E+01;1,59E+02;3,00E+00
4194,3359;1,60E+01;1,65E+02;5,00E+00
4196,7773;1,90E+01;1,79E+02;3,00E+00
4199,2188;1,20E+01;1,80E+02;4,00E+00
4201,66;1,10E+01;1,63E+02;6,00E+00
4204,1016;1,50E+01;1,62E+02;3,00E+00
4206,543;2,30E+01;1,82E+02;1,00E+00
4208,9844;1,20E+01;1,82E+02;2,00E+00
4211,4258;1,60E+01;1,41E+02;1,00E+00
4213,8672;2,10E+01;1,64E+02;4,00E+00
4216,3086;2,50E+01;1,58E+02;1,00E+00
4218,75;1,20E+01;1,59E+02;3,00E+00
4221,1914;1,60E+01;1,63E+02;7,00E+00
4223,6328;1,90E+01;2,10E+02;2,00E+00
4226,0742;1,80E+01;1,96E+02;2,00E+00
4228,5156;2,10E+01;1,83E+02;3,00E+00
4230,957;1,40E+01;1,78E+02;2,00E+00
4233,3984;1,50E+01;1,97E+02;1,00E+00
4235,84;1,80E+01;1,60E+02;1,00E+00
4238,2813;1,30E+01;1,83E+02;2,00E+00
4240,7227;1,80E+01;1,61E+02;7,00E+00
4243,1641;1,50E+01;1,96E+02;4,00E+00
4245,6055;2,20E+01;1,78E+02;0,00E+00
4248,0469;1,50E+01;1,80E+02;5,00E+00
4250,4883;1,40E+01;1,65E+02;2,00E+00
4252,93;2,20E+01;1,63E+02;1,00E+00
4255,3711;2,00E+01;1,56E+02;2,00E+00
4257,8125;1,30E+01;1,64E+02;3,00E+00
4260,2539;1,60E+01;1,41E+02;5,00E+00
4262,6953;2,70E+01;1,99E+02;5,00E+00
4265,1367;2,10E+01;1,71E+02;2,00E+00
4267,5781;1,90E+01;1,54E+02;4,00E+00
4270,02;1,80E+01;1,62E+02;1,00E+00
4272,4609;2,20E+01;1,65E+02;5,00E+00
4274,9023;1,80E+01;1,77E+02;3,00E+00
4277,3438;1,90E+01;1,69E+02;6,00E+00
4279,7852;2,20E+01;1,73E+02;3,00E+00
4282,2266;1,80E+01;1,65E+02;2,00E+00
4284,668;1,70E+01;1,59E+02;4,00E+00
4287,1094;2,40E+01;1,72E+02;4,00E+00
4289,5508;9,00E+00;1,78E+02;3,00E+00
4291,9922;2,10E+01;1,76E+02;0,00E+00
4294,4336;1,60E+01;1,80E+02;2,00E+00
4296,875;1,50E+01;1,44E+02;2,00E+00
4299,3164;1,60E+01;1,37E+02;3,00E+00
4301,7578;1,50E+01;1,76E+02;2,00E+00
4304,1992;1,80E+01;1,54E+02;2,00E+00
4306,6406;1,60E+01;1,88E+02;4,00E+00
4309,082;1,60E+01;1,60E+02;1,00E+00
4311,5234;1,70E+01;1,66E+02;0,00E+00
4313,9648;1,50E+01;1,63E+02;3,00E+00
4316,4063;1,50E+01;1,75E+02;2,00E+00
4318,8477;1,90E+01;1,62E+02;3,00E+00
4321,2891;2,00E+01;1,64E+02;5,00E+00
4323,73;1,70E+01;1,91E+02;2,00E+00
4326,1719;1,80E+01;1,66E+02;4,00E+00
4328,6133;1,70E+01;1,66E+02;6,00E+00
4331,0547;2,00E+01;1,78E+02;4,00E+00
4333,4961;1,80E+01;1,81E+02;7,00E+00
4335,9375;1,80E+01;1,73E+02;1,00E+00
4338,3789;2,00E+01;1,66E+02;6,00E+00
4340,82;1,30E+01;1,58E+02;3,00E+00
4343,2617;1,10E+01;1,73E+02;3,00E+00
4345,7031;1,30E+01;1,78E+02;7,00E+00
4348,1445;2,00E+01;1,50E+02;3,00E+00
4350,5859;2,60E+01;1,51E+02;3,00E+00
4353,0273;1,90E+01;1,50E+02;6,00E+00
4355,4688;1,50E+01;1,77E+02;3,00E+00
4357,91;2,40E+01;1,51E+02;4,00E+00
4360,3516;1,70E+01;1,58E+02;4,00E+00
4362,793;1,60E+01;1,58E+02;4,00E+00
4365,2344;1,80E+01;1,77E+02;4,00E+00
4367,6758;2,10E+01;1,65E+02;3,00E+00
4370,1172;1,60E+01;1,93E+02;0,00E+00
4372,5586;1,90E+01;1,61E+02;3,00E+00
4375;1,80E+01;1,73E+02;2,00E+00
4377,4414;1,60E+01;1,48E+02;3,00E+00
4379,8828;1,50E+01;1,68E+02;0,00E+00
4382,3242;1,30E+01;1,57E+02;3,00E+00
4384,7656;2,00E+01;1,67E+02;1,00E+00
4387,207;1,60E+01;1,57E+02;3,00E+00
4389,6484;1,90E+01;1,67E+02;4,00E+00
4392,09;1,90E+01;1,55E+02;6,00E+00
4394,5313;1,40E+01;1,65E+02;2,00E+00
4396,9727;2,30E+01;1,76E+02;0,00E+00
4399,4141;1,90E+01;1,74E+02;2,00E+00
4401,8555;1,00E+01;1,71E+02;3,00E+00
4404,2969;1,30E+01;1,68E+02;1,00E+00
4406,7383;2,90E+01;1,52E+02;4,00E+00
4409,18;1,50E+01;1,65E+02;5,00E+00
4411,6211;2,30E+01;1,65E+02;2,00E+00
4414,0625;1,70E+01;1,52E+02;5,00E+00
4416,5039;1,60E+01;1,84E+02;2,00E+00
4418,9453;1,50E+01;1,50E+02;2,00E+00
4421,3867;2,40E+01;1,56E+02;4,00E+00
4423,8281;1,80E+01;1,81E+02;4,00E+00
4426,27;1,60E+01;1,61E+02;1,00E+00
4428,7109;1,80E+01;1,47E+02;0,00E+00
4431,1523;6,00E+00;1,58E+02;1,00E+00
4433,5938;2,40E+01;1,50E+02;2,00E+00
4436,0352;1,90E+01;1,72E+02;3,00E+00
4438,4766;1,40E+01;1,54E+02;3,00E+00
4440,918;1,90E+01;1,71E+02;2,00E+00
4443,3594;2,50E+01;1,68E+02;3,00E+00
4445,8008;1,30E+01;1,22E+02;2,00E+00
4448,2422;1,50E+01;1,46E+02;3,00E+00
4450,6836;1,60E+01;1,59E+02;5,00E+00
4453,125;1,80E+01;1,60E+02;6,00E+00
4455,5664;2,30E+01;1,78E+02;3,00E+00
4458,0078;1,60E+01;1,53E+02;1,00E+00
4460,4492;1,60E+01;1,55E+02;3,00E+00
4462,8906;2,40E+01;1,26E+02;3,00E+00
4465,332;1,60E+01;1,47E+02;0,00E+00
4467,7734;2,20E+01;1,72E+02;4,00E+00
4470,2148;2,50E+01;1,67E+02;0,00E+00
4472,6563;1,90E+01;1,39E+02;2,00E+00
4475,0977;2,20E+01;1,51E+02;2,00E+00
4477,5391;2,40E+01;1,28E+02;4,00E+00
4479,98;2,00E+01;1,50E+02;0,00E+00
4482,4219;1,10E+01;1,50E+02;5,00E+00
4484,8633;2,50E+01;1,56E+02;4,00E+00
4487,3047;2,20E+01;1,75E+02;4,00E+00
4489,7461;1,90E+01;1,48E+02;6,00E+00
4492,1875;1,40E+01;1,37E+02;0,00E+00
4494,6289;2,20E+01;1,68E+02;2,00E+00
4497,07;1,90E+01;1,56E+02;4,00E+00
4499,5117;1,50E+01;1,38E+02;4,00E+00
4501,9531;1,70E+01;1,48E+02;5,00E+00
4504,3945;1,20E+01;1,78E+02;0,00E+00
4506,8359;2,10E+01;1,66E+02;1,00E+00
4509,2773;1,00E+01;1,59E+02;2,00E+00
4511,7188;2,60E+01;1,48E+02;2,00E+00
4514,16;1,80E+01;1,54E+02;7,00E+00
4516,6016;1,70E+01;1,52E+02;2,00E+00
4519,043;1,40E+01;1,46E+02;2,00E+00
4521,4844;1,50E+01;1,57E+02;0,00E+00
4523,9258;2,00E+01;1,54E+02;5,00E+00
4526,3672;1,00E+01;1,51E+02;2,00E+00
4528,8086;1,70E+01;1,64E+02;4,00E+00
4531,25;1,90E+01;1,42E+02;3,00E+00
4533,6914;1,70E+01;1,62E+02;0,00E+00
4536,1328;9,00E+00;1,56E+02;2,00E+00
4538,5742;1,90E+01;1,33E+02;2,00E+00
4541,0156;1,80E+01;1,49E+02;4,00E+00
4543,457;1,30E+01;1,44E+02;3,00E+00
4545,8984;2,20E+01;1,30E+02;3,00E+00
4548,34;1,30E+01;1,37E+02;4,00E+00
4550,7813;1,70E+01;1,48E+02;3,00E+00
4553,2227;9,00E+00;1,23E+02;3,00E+00
4555,6641;1,30E+01;1,37E+02;6,00E+00
4558,1055;1,80E+01;1,62E+02;4,00E+00
4560,5469;1,40E+01;1,17E+02;6,00E+00
4562,9883;2,00E+01;1,37E+02;4,00E+00
4565,43;2,00E+01;1,67E+02;0,00E+00
4567,8711;2,70E+01;1,35E+02;0,00E+00
4570,3125;1,80E+01;1,56E+02;0,00E+00
4572,7539;1,50E+01;1,57E+02;2,00E+00
4575,1953;1,60E+01;1,43E+02;2,00E+00
4577,6367;1,30E+01;1,51E+02;4,00E+00
4580,0781;1,90E+01;1,54E+02;2,00E+00
4582,52;2,10E+01;1,45E+02;3,00E+00
4584,9609;1,10E+01;1,63E+02;3,00E+00
4587,4023;1,30E+01;1,47E+02;3,00E+00
4589,8438;1,60E+01;1,40E+02;2,00E+00
4592,2852;1,60E+01;1,37E+02;2,00E+00
4594,7266;1,40E+01;1,36E+02;0,00E+00
4597,168;1,70E+01;1,46E+02;6,00E+00
4599,6094;1,40E+01;1,24E+02;1,00E+00
4602,0508;1,80E+01;1,45E+02;2,00E+00
4604,4922;1,90E+01;1,31E+02;1,00E+00
4606,9336;2,20E+01;1,27E+02;1,00E+00
4609,375;1,20E+01;1,42E+02;5,00E+00
4611,8164;9,00E+00;1,31E+02;1,00E+00
4614,2578;2,00E+01;1,62E+02;2,00E+00
4616,6992;1,20E+01;1,37E+02;2,00E+00
4619,1406;2,20E+01;1,29E+02;3,00E+00
4621,582;9,00E+00;1,50E+02;3,00E+00
4624,0234;1,40E+01;1,37E+02;3,00E+00
4626,4648;1,70E+01;1,25E+02;0,00E+00
4628,9063;2,10E+01;1,45E+02;3,00E+00
4631,3477;1,40E+01;1,47E+02;4,00E+00
4633,7891;1,30E+01;1,40E+02;4,00E+00
4636,23;2,20E+01;1,30E+02;1,00E+00
4638,6719;1,80E+01;1,71E+02;3,00E+00
4641,1133;1,40E+01;1,31E+02;2,00E+00
4643,5547;2,40E+01;1,35E+02;2,00E+00
4645,9961;2,20E+01;1,24E+02;2,00E+00
4648,4375;1,70E+01;1,52E+02;3,00E+00
4650,8789;1,90E+01;1,46E+02;5,00E+00
4653,32;1,10E+01;1,44E+02;1,00E+00
4655,7617;1,70E+01;1,14E+02;2,00E+00
4658,2031;1,80E+01;1,27E+02;2,00E+00
4660,6445;2,30E+01;1,42E+02;4,00E+00
4663,0859;1,40E+01;1,31E+02;2,00E+00
4665,5273;2,00E+01;1,32E+02;1,00E+00
4667,9688;2,00E+01;1,60E+02;8,00E+00
4670,41;1,50E+01;1,17E+02;2,00E+00
4672,8516;1,70E+01;1,44E+02;5,00E+00
4675,293;1,60E+01;1,35E+02;5,00E+00
4677,7344;1,70E+01;1,56E+02;3,00E+00
4680,1758;1,30E+01;1,43E+02;2,00E+00
4682,6172;1,40E+01;1,35E+02;1,00E+00
4685,0586;1,50E+01;1,15E+02;3,00E+00
4687,5;1,70E+01;1,34E+02;1,00E+00
4689,9414;1,50E+01;1,53E+02;4,00E+00
4692,3828;1,50E+01;1,27E+02;8,00E+00
4694,8242;1,40E+01;1,33E+02;2,00E+00
4697,2656;1,10E+01;1,17E+02;4,00E+00
4699,707;2,20E+01;1,28E+02;1,00E+00
4702,1484;8,00E+00;1,35E+02;3,00E+00
4704,59;1,70E+01;1,41E+02;0,00E+00
4707,0313;1,70E+01;1,27E+02;1,00E+00
4709,4727;1,30E+01;1,19E+02;0,00E+00
4711,9141;1,20E+01;1,56E+02;4,00E+00
4714,3555;2,00E+01;1,33E+02;2,00E+00
4716,7969;1,80E+01;1,39E+02;2,00E+00
4719,2383;1,60E+01;1,48E+02;2,00E+00
4721,68;2,10E+01;1,47E+02;3,00E+00
4724,1211;1,20E+01;1,09E+02;0,00E+00
4726,5625;8,00E+00;1,35E+02;6,00E+00
4729,0039;2,00E+01;1,42E+02;4,00E+00
4731,4453;1,70E+01;1,24E+02;1,00E+00
4733,8867;1,80E+01;1,38E+02;0,00E+00
4736,3281;1,80E+01;1,21E+02;1,00E+00
4738,77;1,70E+01;1,25E+02;2,00E+00
4741,2109;1,80E+01;1,47E+02;1,00E+00
4743,6523;1,80E+01;1,27E+02;2,00E+00
4746,0938;1,70E+01;1,47E+02;3,00E+00
4748,5352;1,90E+01;1,64E+02;3,00E+00
4750,9766;1,40E+01;1,18E+02;5,00E+00
4753,418;1,60E+01;1,21E+02;2,00E+00
4755,8594;1,20E+01;1,35E+02;2,00E+00
4758,3008;2,40E+01;1,34E+02;3,00E+00
4760,7422;2,20E+01;1,14E+02;3,00E+00
4763,1836;1,10E+01;1,31E+02;1,00E+00
4765,625;2,00E+01;1,32E+02;0,00E+00
4768,0664;1,50E+01;1,20E+02;4,00E+00
4770,5078;2,00E+01;1,17E+02;2,00E+00
4772,9492;2,30E+01;1,47E+02;2,00E+00
4775,3906;2,00E+01;1,08E+02;6,00E+00
4777,832;1,40E+01;1,26E+02;7,00E+00
4780,2734;1,30E+01;1,53E+02;3,00E+00
4782,7148;2,70E+01;1,55E+02;5,00E+00
4785,1563;1,60E+01;1,30E+02;5,00E+00
4787,5977;1,90E+01;1,19E+02;3,00E+00
4790,0391;2,20E+01;1,21E+02;1,00E+00
4792,48;2,10E+01;1,21E+02;3,00E+00
4794,9219;1,90E+01;1,19E+02;1,00E+00
4797,3633;1,60E+01;1,40E+02;7,00E+00
4799,8047;1,70E+01;1,28E+02;5,00E+00
4802,2461;2,10E+01;1,23E+02;5,00E+00
4804,6875;1,50E+01;1,37E+02;6,00E+00
4807,1289;1,00E+01;1,08E+02;2,00E+00
4809,57;1,30E+01;1,21E+02;1,00E+00
4812,0117;1,60E+01;1,57E+02;5,00E+00
4814,4531;2,20E+01;1,20E+02;3,00E+00
4816,8945;1,30E+01;1,23E+02;2,00E+00
4819,3359;1,70E+01;1,30E+02;6,00E+00
4821,7773;1,70E+01;1,43E+02;5,00E+00
4824,2188;1,10E+01;1,09E+02;5,00E+00
4826,66;1,50E+01;1,33E+02;1,00E+00
4829,1016;1,20E+01;1,13E+02;3,00E+00
4831,543;1,90E+01;1,24E+02;5,00E+00
4833,9844;1,70E+01;1,30E+02;1,00E+00
4836,4258;1,00E+01;1,24E+02;6,00E+00
4838,8672;1,10E+01;1,32E+02;3,00E+00
4841,3086;1,00E+01;1,11E+02;2,00E+00
4843,75;1,60E+01;1,18E+02;3,00E+00
4846,1914;1,50E+01;1,23E+02;2,00E+00
4848,6328;1,20E+01;1,12E+02;6,00E+00
4851,0742;2,10E+01;1,12E+02;1,00E+00
4853,5156;1,30E+01;1,22E+02;2,00E+00
4855,957;1,80E+01;1,35E+02;3,00E+00
4858,3984;1,30E+01;1,19E+02;4,00E+00
4860,84;1,50E+01;1,22E+02;2,00E+00
4863,2813;2,20E+01;1,29E+02;1,00E+00
4865,7227;1,60E+01;9,80E+01;3,00E+00
4868,1641;2,10E+01;1,25E+02;4,00E+00
4870,6055;1,90E+01;1,21E+02;2,00E+00
4873,0469;1,20E+01;1,09E+02;5,00E+00
4875,4883;1,20E+01;1,00E+02;2,00E+00
4877,93;2,00E+01;1,17E+02;1,00E+00
4880,3711;1,80E+01;1,13E+02;1,00E+00
4882,8125;2,20E+01;1,35E+02;3,00E+00
4885,2539;1,70E+01;1,15E+02;4,00E+00
4887,6953;2,30E+01;1,23E+02;5,00E+00
4890,1367;1,70E+01;9,80E+01;7,00E+00
4892,5781;1,60E+01;1,32E+02;4,00E+00
4895,02;2,40E+01;1,15E+02;5,00E+00
4897,4609;1,20E+01;1,19E+02;2,00E+00
4899,9023;1,40E+01;1,33E+02;5,00E+00
4902,3438;1,20E+01;1,10E+02;6,00E+00
4904,7852;1,20E+01;1,12E+02;5,00E+00
4907,2266;1,60E+01;1,23E+02;4,00E+00
4909,668;1,90E+01;1,41E+02;4,00E+00
4912,1094;1,60E+01;1,04E+02;2,00E+00
4914,5508;1,80E+01;1,33E+02;3,00E+00
4916,9922;1,70E+01;1,09E+02;4,00E+00
4919,4336;1,70E+01;1,16E+02;1,00E+00
4921,875;1,90E+01;1,12E+02;1,00E+00
4924,3164;1,90E+01;1,35E+02;3,00E+00
4926,7578;2,10E+01;1,21E+02;4,00E+00
4929,1992;1,30E+01;1,15E+02;4,00E+00
4931,6406;1,50E+01;1,20E+02;4,00E+00
4934,082;1,50E+01;1,08E+02;3,00E+00
4936,5234;1,20E+01;1,24E+02;1,00E+00
4938,9648;2,30E+01;1,26E+02;2,00E+00
4941,4063;2,40E+01;1,09E+02;4,00E+00
4943,8477;1,40E+01;1,19E+02;3,00E+00
4946,2891;1,70E+01;1,18E+02;2,00E+00
4948,73;1,80E+01;1,31E+02;0,00E+00
4951,1719;1,10E+01;1,14E+02;2,00E+00
4953,6133;1,70E+01;1,23E+02;2,00E+00
4956,0547;2,70E+01;1,11E+02;1,00E+00
4958,4961;1,80E+01;9,30E+01;3,00E+00
4960,9375;1,80E+01;1,15E+02;2,00E+00
4963,3789;1,60E+01;1,43E+02;1,00E+00
4965,82;1,00E+01;1,24E+02;5,00E+00
4968,2617;1,60E+01;1,16E+02;3,00E+00
4970,7031;1,40E+01;1,20E+02;5,00E+00
4973,1445;1,40E+01;1,10E+02;3,00E+00
4975,5859;1,50E+01;1,32E+02;2,00E+00
4978,0273;1,10E+01;1,14E+02;2,00E+00
4980,4688;1,60E+01;1,14E+02;2,00E+00
4982,91;1,50E+01;1,18E+02;2,00E+00
4985,3516;1,60E+01;1,06E+02;5,00E+00
4987,793;2,10E+01;1,39E+02;1,00E+00
4990,2344;1,90E+01;1,13E+02;4,00E+00
4992,6758;2,00E+01;1,17E+02;1,00E+00
4995,1172;2,80E+01;1,17E+02;3,00E+00
4997,5586;2,00E+01;1,13E+02;0,00E+00
5000;1,40E+01;1,33E+02;5,00E+00
5002,4414;1,20E+01;1,08E+02;3,00E+00
5004,8828;1,80E+01;1,23E+02;4,00E+00
5007,3242;2,20E+01;1,13E+02;1,00E+00
5009,7656;1,70E+01;1,22E+02;5,00E+00
5012,207;1,40E+01;1,23E+02;4,00E+00
5014,6484;2,00E+01;1,07E+02;3,00E+00
5017,09;1,50E+01;1,32E+02;4,00E+00
5019,5313;1,70E+01;9,80E+01;3,00E+00
5021,9727;1,60E+01;1,11E+02;5,00E+00
5024,4141;1,50E+01;1,10E+02;4,00E+00
5026,8555;2,00E+01;1,01E+02;3,00E+00
5029,2969;1,20E+01;1,30E+02;3,00E+00
5031,7383;1,30E+01;1,22E+02;3,00E+00
5034,18;1,80E+01;1,29E+02;4,00E+00
5036,6211;1,20E+01;1,22E+02;3,00E+00
5039,0625;1,10E+01;1,05E+02;1,00E+00
5041,5039;1,10E+01;1,05E+02;4,00E+00
5043,9453;1,50E+01;1,10E+02;3,00E+00
5046,3867;1,00E+01;1,09E+02;2,00E+00
5048,8281;1,70E+01;1,11E+02;3,00E+00
5051,27;1,30E+01;1,19E+02;4,00E+00
5053,7109;1,50E+01;1,01E+02;3,00E+00
5056,1523;1,30E+01;1,13E+02;3,00E+00
5058,5938;1,20E+01;9,40E+01;1,00E+00
5061,0352;8,00E+00;9,20E+01;0,00E+00
5063,4766;1,60E+01;1,07E+02;5,00E+00
5065,918;2,40E+01;1,12E+02;3,00E+00
5068,3594;1,30E+01;1,21E+02;2,00E+00
5070,8008;2,00E+01;1,00E+02;3,00E+00
5073,2422;1,80E+01;9,80E+01;2,00E+00
5075,6836;1,60E+01;1,25E+02;5,00E+00
5078,125;1,20E+01;1,07E+02;4,00E+00
5080,5664;1,00E+01;1,05E+02;2,00E+00
5083,0078;1,80E+01;1,12E+02;3,00E+00
5085,4492;1,30E+01;1,12E+02;4,00E+00
5087,8906;2,10E+01;1,08E+02;2,00E+00
5090,332;1,40E+01;1,31E+02;3,00E+00
5092,7734;1,70E+01;1,13E+02;4,00E+00
5095,2148;1,10E+01;1,10E+02;4,00E+00
5097,6563;2,40E+01;1,21E+02;3,00E+00
5100,0977;1,20E+01;1,12E+02;5,00E+00
5102,5391;2,10E+01;1,14E+02;1,00E+00
5104,98;2,00E+01;1,09E+02;0,00E+00
5107,4219;1,80E+01;1,00E+02;3,00E+00
5109,8633;1,60E+01;1,07E+02;3,00E+00
5112,3047;1,20E+01;1,04E+02;3,00E+00
5114,7461;1,50E+01;1,20E+02;2,00E+00
5117,1875;1,50E+01;1,05E+02;2,00E+00
5119,6289;1,30E+01;9,90E+01;0,00E+00
5122,07;1,00E+01;1,22E+02;1,00E+00
5124,5117;1,20E+01;1,04E+02;4,00E+00
5126,9531;1,50E+01;9,00E+01;1,00E+00
5129,3945;1,20E+01;1,14E+02;2,00E+00
5131,8359;1,00E+01;1,11E+02;3,00E+00
5134,2773;1,20E+01;1,01E+02;5,00E+00
5136,7188;1,60E+01;9,70E+01;1,00E+00
5139,16;1,70E+01;9,20E+01;1,00E+00
5141,6016;1,60E+01;1,24E+02;1,00E+00
5144,043;1,40E+01;1,17E+02;5,00E+00
5146,4844;2,40E+01;1,18E+02;3,00E+00
5148,9258;1,20E+01;1,08E+02;4,00E+00
5151,3672;1,50E+01;1,16E+02;4,00E+00
5153,8086;1,80E+01;8,90E+01;2,00E+00
5156,25;2,40E+01;1,01E+02;3,00E+00
5158,6914;2,00E+01;1,34E+02;6,00E+00
5161,1328;1,40E+01;9,60E+01;2,00E+00
5163,5742;1,30E+01;1,22E+02;2,00E+00
5166,0156;1,70E+01;1,08E+02;4,00E+00
5168,457;2,10E+01;1,09E+02;3,00E+00
5170,8984;1,40E+01;1,02E+02;2,00E+00
5173,34;1,00E+01;1,05E+02;7,00E+00
5175,7813;1,00E+01;9,20E+01;3,00E+00
5178,2227;1,40E+01;9,60E+01;3,00E+00
5180,6641;1,30E+01;1,22E+02;5,00E+00
5183,1055;1,50E+01;1,20E+02;4,00E+00
5185,5469;1,70E+01;9,60E+01;4,00E+00
5187,9883;1,70E+01;9,50E+01;6,00E+00
5190,43;1,30E+01;9,30E+01;4,00E+00
5192,8711;1,40E+01;1,14E+02;2,00E+00
5195,3125;1,70E+01;1,02E+02;7,00E+00
5197,7539;1,80E+01;9,50E+01;0,00E+00
5200,1953;1,50E+01;8,50E+01;3,00E+00
5202,6367;1,90E+01;8,40E+01;4,00E+00
5205,0781;1,50E+01;9,20E+01;1,00E+00
5207,52;9,00E+00;9,90E+01;4,00E+00
5209,9609;2,00E+01;9,50E+01;3,00E+00
5212,4023;1,70E+01;9,00E+01;4,00E+00
5214,8438;1,90E+01;9,30E+01;4,00E+00
5217,2852;1,50E+01;8,80E+01;1,00E+00
5219,7266;1,60E+01;8,20E+01;2,00E+00
5222,168;1,10E+01;9,70E+01;2,00E+00
5224,6094;1,30E+01;1,01E+02;1,00E+00
5227,0508;1,50E+01;9,50E+01;4,00E+00
5229,4922;1,60E+01;1,02E+02;0,00E+00
5231,9336;8,00E+00;9,80E+01;1,00E+00
5234,375;2,40E+01;9,10E+01;3,00E+00
5236,8164;1,20E+01;1,23E+02;2,00E+00
5239,2578;1,50E+01;1,11E+02;2,00E+00
5241,6992;1,20E+01;1,17E+02;1,00E+00
5244,1406;1,60E+01;8,30E+01;2,00E+00
5246,582;2,00E+01;9,50E+01;1,00E+00
5249,0234;1,40E+01;8,20E+01;3,00E+00
5251,4648;1,90E+01;9,10E+01;3,00E+00
5253,9063;1,40E+01;1,05E+02;2,00E+00
5256,3477;2,10E+01;8,70E+01;1,00E+00
5258,7891;1,00E+01;9,60E+01;1,00E+00
5261,23;1,50E+01;9,20E+01;3,00E+00
5263,6719;2,30E+01;1,01E+02;1,00E+00
5266,1133;1,70E+01;9,00E+01;2,00E+00
5268,5547;2,00E+01;9,70E+01;4,00E+00
5270,9961;1,40E+01;1,07E+02;5,00E+00
5273,4375;1,00E+01;1,00E+02;4,00E+00
5275,8789;1,60E+01;8,90E+01;3,00E+00
5278,32;1,30E+01;8,60E+01;1,00E+00
5280,7617;2,50E+01;9,70E+01;3,00E+00
5283,2031;1,70E+01;9,60E+01;2,00E+00
5285,6445;2,40E+01;9,10E+01;2,00E+00
5288,0859;1,20E+01;8,40E+01;1,00E+00
5290,5273;1,30E+01;9,50E+01;7,00E+00
5292,9688;2,00E+01;1,11E+02;3,00E+00
5295,41;1,40E+01;1,07E+02;4,00E+00
5297,8516;1,10E+01;1,10E+02;5,00E+00
5300,293;1,20E+01;9,20E+01;4,00E+00
5302,7344;1,10E+01;9,80E+01;2,00E+00
5305,1758;1,40E+01;1,09E+02;3,00E+00
5307,6172;9,00E+00;1,05E+02;5,00E+00
5310,0586;1,70E+01;9,20E+01;4,00E+00
5312,5;1,50E+01;1,06E+02;2,00E+00
5314,9414;1,80E+01;1,04E+02;2,00E+00
5317,3828;2,50E+01;8,70E+01;1,00E+00
5319,8242;1,70E+01;8,40E+01;3,00E+00
5322,2656;1,70E+01;9,10E+01;1,00E+00
5324,707;6,00E+00;1,12E+02;1,00E+00
5327,1484;1,30E+01;9,70E+01;4,00E+00
5329,59;9,00E+00;8,90E+01;5,00E+00
5332,0313;1,00E+01;8,50E+01;7,00E+00
5334,4727;1,10E+01;1,09E+02;5,00E+00
5336,9141;1,60E+01;9,60E+01;2,00E+00
5339,3555;1,20E+01;8,70E+01;2,00E+00
5341,7969;1,50E+01;8,10E+01;3,00E+00
5344,2383;1,60E+01;9,70E+01;2,00E+00
5346,68;1,40E+01;9,50E+01;2,00E+00
5349,1211;1,90E+01;1,01E+02;2,00E+00
5351,5625;1,30E+01;1,00E+02;1,00E+00
5354,0039;1,30E+01;8,10E+01;5,00E+00
5356,4453;1,70E+01;7,70E+01;2,00E+00
5358,8867;1,50E+01;1,06E+02;4,00E+00
