time;AAN155Free;AAN155_Ba;solvent
6633,3008;1,50E+01;5,00E+01;4,00E+00
6635,7422;1,20E+01;4,00E+01;4,00E+00
6638,1836;1,10E+01;5,50E+01;1,00E+00
6640,625;1,10E+01;3,60E+01;2,00E+00
6643,0664;1,00E+01;4,00E+01;1,00E+00
6645,5078;1,40E+01;3,30E+01;4,00E+00
6647,9492;1,60E+01;6,30E+01;1,00E+00
6650,3906;1,40E+01;5,60E+01;3,00E+00
6652,832;1,00E+01;4,10E+01;6,00E+00
6655,2734;1,30E+01;5,60E+01;4,00E+00
6657,7148;1,40E+01;4,50E+01;3,00E+00
6660,1563;1,90E+01;5,30E+01;3,00E+00
6662,5977;1,80E+01;5,20E+01;2,00E+00
6665,0391;1,40E+01;4,10E+01;5,00E+00
6667,48;1,30E+01;4,70E+01;2,00E+00
6669,9219;1,00E+01;5,50E+01;3,00E+00
6672,3633;1,60E+01;4,80E+01;3,00E+00
6674,8047;1,30E+01;4,90E+01;3,00E+00
6677,2461;1,60E+01;6,20E+01;3,00E+00
6679,6875;8,00E+00;4,40E+01;4,00E+00
6682,1289;1,00E+01;5,20E+01;2,00E+00
6684,57;1,60E+01;3,80E+01;6,00E+00
6687,0117;7,00E+00;4,80E+01;4,00E+00
6689,4531;1,40E+01;4,60E+01;2,00E+00
6691,8945;1,70E+01;5,10E+01;2,00E+00
6694,3359;7,00E+00;6,20E+01;6,00E+00
6696,7773;1,10E+01;4,40E+01;5,00E+00
6699,2188;6,00E+00;6,00E+01;4,00E+00
6701,66;9,00E+00;4,90E+01;0,00E+00
6704,1016;1,10E+01;3,90E+01;3,00E+00
6706,543;1,30E+01;5,40E+01;3,00E+00
6708,9844;1,50E+01;4,90E+01;1,00E+00
6711,4258;1,80E+01;5,00E+01;1,00E+00
6713,8672;1,20E+01;5,40E+01;3,00E+00
6716,3086;1,50E+01;3,70E+01;4,00E+00
6718,75;1,30E+01;5,10E+01;3,00E+00
6721,1914;1,60E+01;5,30E+01;3,00E+00
6723,6328;1,40E+01;5,30E+01;2,00E+00
6726,0742;6,00E+00;4,80E+01;1,00E+00
6728,5156;8,00E+00;4,70E+01;2,00E+00
6730,957;1,30E+01;4,20E+01;2,00E+00
6733,3984;1,20E+01;5,90E+01;8,00E+00
6735,84;1,00E+01;4,10E+01;1,00E+00
6738,2813;1,20E+01;5,30E+01;3,00E+00
6740,7227;1,40E+01;3,80E+01;1,00E+00
6743,1641;1,20E+01;3,60E+01;5,00E+00
6745,6055;1,20E+01;4,80E+01;1,00E+00
6748,0469;1,00E+01;4,90E+01;4,00E+00
6750,4883;2,50E+01;4,60E+01;4,00E+00
6752,93;1,10E+01;4,30E+01;2,00E+00
6755,3711;1,00E+01;5,10E+01;3,00E+00
6757,8125;1,30E+01;4,20E+01;3,00E+00
6760,2539;1,10E+01;3,30E+01;5,00E+00
6762,6953;1,50E+01;5,00E+01;3,00E+00
6765,1367;1,80E+01;5,80E+01;2,00E+00
6767,5781;1,10E+01;4,50E+01;2,00E+00
6770,02;1,50E+01;5,10E+01;3,00E+00
6772,4609;1,60E+01;4,90E+01;3,00E+00
6774,9023;1,30E+01;4,90E+01;3,00E+00
6777,3438;1,00E+01;3,70E+01;2,00E+00
6779,7852;1,30E+01;4,40E+01;2,00E+00
6782,2266;1,30E+01;4,20E+01;3,00E+00
6784,668;1,90E+01;5,60E+01;2,00E+00
6787,1094;1,50E+01;4,90E+01;2,00E+00
6789,5508;1,20E+01;5,00E+01;4,00E+00
6791,9922;1,70E+01;4,50E+01;3,00E+00
6794,4336;9,00E+00;3,50E+01;1,00E+00
6796,875;1,40E+01;5,10E+01;4,00E+00
6799,3164;1,40E+01;4,80E+01;4,00E+00
6801,7578;1,90E+01;3,60E+01;5,00E+00
6804,1992;5,00E+00;6,50E+01;1,00E+00
6806,6406;1,20E+01;6,10E+01;1,00E+00
6809,082;1,10E+01;4,60E+01;4,00E+00
6811,5234;1,00E+01;5,10E+01;2,00E+00
6813,9648;7,00E+00;4,10E+01;4,00E+00
6816,4063;9,00E+00;5,70E+01;3,00E+00
6818,8477;1,10E+01;5,00E+01;2,00E+00
6821,2891;1,50E+01;4,40E+01;5,00E+00
6823,73;8,00E+00;4,90E+01;2,00E+00
6826,1719;2,10E+01;5,70E+01;1,00E+00
6828,6133;9,00E+00;5,60E+01;5,00E+00
6831,0547;1,40E+01;5,00E+01;3,00E+00
6833,4961;1,40E+01;6,00E+01;6,00E+00
6835,9375;6,00E+00;4,70E+01;1,00E+00
6838,3789;1,30E+01;4,80E+01;4,00E+00
6840,82;1,00E+01;4,50E+01;2,00E+00
6843,2617;1,20E+01;5,80E+01;1,00E+00
6845,7031;1,20E+01;5,70E+01;7,00E+00
6848,1445;1,40E+01;6,50E+01;4,00E+00
6850,5859;1,30E+01;4,70E+01;8,00E+00
6853,0273;1,20E+01;4,50E+01;5,00E+00
6855,4688;1,50E+01;3,20E+01;0,00E+00
6857,91;9,00E+00;6,40E+01;3,00E+00
6860,3516;1,60E+01;5,00E+01;6,00E+00
6862,793;1,60E+01;4,10E+01;2,00E+00
6865,2344;1,00E+01;5,40E+01;4,00E+00
6867,6758;1,20E+01;5,20E+01;4,00E+00
6870,1172;1,00E+01;5,30E+01;1,00E+00
6872,5586;1,70E+01;4,90E+01;1,00E+00
6875;2,00E+01;4,10E+01;2,00E+00
6877,4414;1,30E+01;3,60E+01;2,00E+00
6879,8828;1,80E+01;5,20E+01;3,00E+00
6882,3242;1,20E+01;4,80E+01;1,00E+00
6884,7656;1,10E+01;4,70E+01;5,00E+00
6887,207;1,10E+01;5,40E+01;2,00E+00
6889,6484;1,70E+01;4,30E+01;4,00E+00
6892,09;1,50E+01;3,60E+01;2,00E+00
6894,5313;1,40E+01;3,20E+01;1,00E+00
6896,9727;7,00E+00;4,40E+01;2,00E+00
6899,4141;1,40E+01;4,10E+01;3,00E+00
6901,8555;1,40E+01;4,50E+01;2,00E+00
6904,2969;9,00E+00;4,00E+01;3,00E+00
6906,7383;1,10E+01;4,50E+01;1,00E+00
6909,18;5,00E+00;4,40E+01;2,00E+00
6911,6211;1,40E+01;5,60E+01;4,00E+00
6914,0625;1,20E+01;5,90E+01;2,00E+00
6916,5039;2,10E+01;5,50E+01;4,00E+00
6918,9453;1,60E+01;5,10E+01;3,00E+00
6921,3867;1,90E+01;5,30E+01;5,00E+00
6923,8281;1,70E+01;5,80E+01;5,00E+00
6926,27;9,00E+00;4,00E+01;6,00E+00
6928,7109;1,10E+01;5,00E+01;2,00E+00
6931,1523;1,00E+01;4,40E+01;0,00E+00
6933,5938;1,50E+01;5,60E+01;6,00E+00
6936,0352;1,50E+01;4,30E+01;1,00E+00
6938,4766;1,70E+01;3,80E+01;4,00E+00
6940,918;1,20E+01;6,00E+01;2,00E+00
6943,3594;8,00E+00;4,60E+01;3,00E+00
6945,8008;1,50E+01;6,40E+01;2,00E+00
6948,2422;1,10E+01;4,00E+01;1,00E+00
6950,6836;7,00E+00;4,10E+01;3,00E+00
6953,125;1,00E+01;4,80E+01;3,00E+00
6955,5664;1,00E+01;5,90E+01;2,00E+00
6958,0078;1,30E+01;5,10E+01;5,00E+00
6960,4492;1,10E+01;3,90E+01;5,00E+00
6962,8906;1,00E+01;5,20E+01;1,00E+00
6965,332;1,10E+01;4,40E+01;5,00E+00
6967,7734;1,40E+01;3,40E+01;5,00E+00
6970,2148;1,50E+01;3,70E+01;3,00E+00
6972,6563;1,30E+01;3,80E+01;4,00E+00
6975,0977;1,00E+01;4,20E+01;4,00E+00
6977,5391;7,00E+00;5,10E+01;1,00E+00
6979,98;1,00E+01;4,30E+01;2,00E+00
6982,4219;1,80E+01;4,70E+01;3,00E+00
6984,8633;1,10E+01;5,30E+01;1,00E+00
6987,3047;8,00E+00;4,60E+01;6,00E+00
6989,7461;8,00E+00;4,70E+01;4,00E+00
6992,1875;1,20E+01;3,30E+01;4,00E+00
6994,6289;1,00E+01;4,90E+01;2,00E+00
6997,07;1,30E+01;4,70E+01;1,00E+00
6999,5117;8,00E+00;5,20E+01;3,00E+00
7001,9531;1,50E+01;3,80E+01;5,00E+00
7004,3945;1,00E+01;6,10E+01;4,00E+00
7006,8359;1,10E+01;5,00E+01;2,00E+00
7009,2773;8,00E+00;5,20E+01;7,00E+00
7011,7188;1,90E+01;5,00E+01;1,00E+00
7014,16;1,20E+01;4,60E+01;4,00E+00
7016,6016;6,00E+00;5,00E+01;2,00E+00
7019,043;1,40E+01;4,20E+01;2,00E+00
7021,4844;8,00E+00;3,60E+01;5,00E+00
7023,9258;1,10E+01;4,30E+01;0,00E+00
7026,3672;8,00E+00;4,00E+01;6,00E+00
7028,8086;1,10E+01;3,60E+01;4,00E+00
7031,25;1,20E+01;4,80E+01;1,00E+00
7033,6914;1,20E+01;4,00E+01;3,00E+00
7036,1328;1,30E+01;3,10E+01;5,00E+00
7038,5742;9,00E+00;4,90E+01;2,00E+00
7041,0156;1,80E+01;3,70E+01;3,00E+00
7043,457;9,00E+00;5,00E+01;2,00E+00
7045,8984;1,50E+01;4,60E+01;4,00E+00
7048,34;1,50E+01;3,40E+01;3,00E+00
7050,7813;1,20E+01;4,80E+01;1,00E+00
7053,2227;1,10E+01;3,90E+01;3,00E+00
7055,6641;1,00E+01;5,70E+01;2,00E+00
7058,1055;9,00E+00;3,80E+01;3,00E+00
7060,5469;1,00E+01;4,30E+01;2,00E+00
7062,9883;1,40E+01;4,60E+01;3,00E+00
7065,43;1,40E+01;4,20E+01;4,00E+00
7067,8711;9,00E+00;4,50E+01;0,00E+00
7070,3125;1,10E+01;4,50E+01;7,00E+00
7072,7539;7,00E+00;4,60E+01;6,00E+00
7075,1953;1,30E+01;5,10E+01;3,00E+00
7077,6367;1,10E+01;4,90E+01;5,00E+00
7080,0781;1,50E+01;4,30E+01;2,00E+00
7082,52;1,30E+01;5,30E+01;2,00E+00
7084,9609;6,00E+00;6,40E+01;3,00E+00
7087,4023;1,10E+01;4,70E+01;6,00E+00
7089,8438;1,00E+01;4,30E+01;1,00E+00
7092,2852;1,30E+01;4,60E+01;4,00E+00
7094,7266;8,00E+00;5,60E+01;1,00E+00
7097,168;1,30E+01;4,10E+01;5,00E+00
7099,6094;1,20E+01;4,30E+01;2,00E+00
7102,0508;1,20E+01;4,60E+01;5,00E+00
7104,4922;1,00E+01;4,50E+01;1,00E+00
7106,9336;9,00E+00;4,00E+01;3,00E+00
7109,375;6,00E+00;4,70E+01;4,00E+00
7111,8164;1,40E+01;4,00E+01;1,00E+00
7114,2578;1,70E+01;4,50E+01;4,00E+00
7116,6992;8,00E+00;4,10E+01;3,00E+00
7119,1406;1,30E+01;3,80E+01;9,00E+00
7121,582;1,00E+01;4,50E+01;1,00E+00
7124,0234;1,10E+01;3,40E+01;6,00E+00
7126,4648;9,00E+00;5,60E+01;4,00E+00
7128,9063;1,50E+01;3,90E+01;8,00E+00
7131,3477;8,00E+00;4,30E+01;3,00E+00
7133,7891;9,00E+00;4,60E+01;2,00E+00
7136,23;1,00E+01;5,00E+01;4,00E+00
7138,6719;1,00E+01;4,50E+01;3,00E+00
7141,1133;1,50E+01;3,60E+01;4,00E+00
7143,5547;7,00E+00;3,90E+01;0,00E+00
7145,9961;5,00E+00;5,10E+01;4,00E+00
7148,4375;1,80E+01;3,00E+01;3,00E+00
7150,8789;8,00E+00;4,90E+01;0,00E+00
7153,32;1,50E+01;5,20E+01;3,00E+00
7155,7617;6,00E+00;3,40E+01;3,00E+00
7158,2031;1,70E+01;4,60E+01;5,00E+00
7160,6445;1,30E+01;5,10E+01;1,00E+00
7163,0859;1,40E+01;4,00E+01;3,00E+00
7165,5273;1,00E+01;4,20E+01;6,00E+00
7167,9688;1,50E+01;3,80E+01;1,00E+00
7170,41;1,10E+01;4,80E+01;1,00E+00
7172,8516;1,30E+01;4,50E+01;2,00E+00
7175,293;1,30E+01;5,00E+01;3,00E+00
7177,7344;1,30E+01;4,90E+01;5,00E+00
7180,1758;9,00E+00;5,10E+01;3,00E+00
7182,6172;9,00E+00;4,30E+01;1,00E+00
7185,0586;1,60E+01;3,80E+01;4,00E+00
7187,5;1,10E+01;4,60E+01;0,00E+00
7189,9414;1,60E+01;4,20E+01;4,00E+00
7192,3828;9,00E+00;5,40E+01;2,00E+00
7194,8242;1,60E+01;4,20E+01;2,00E+00
7197,2656;1,50E+01;4,40E+01;3,00E+00
7199,707;1,40E+01;4,00E+01;1,00E+00
7202,1484;7,00E+00;4,50E+01;1,00E+00
7204,59;1,60E+01;4,80E+01;3,00E+00
7207,0313;7,00E+00;3,60E+01;2,00E+00
7209,4727;1,10E+01;5,70E+01;4,00E+00
7211,9141;1,70E+01;3,60E+01;2,00E+00
7214,3555;1,00E+01;4,50E+01;2,00E+00
7216,7969;1,20E+01;3,80E+01;3,00E+00
7219,2383;1,10E+01;4,60E+01;2,00E+00
7221,68;1,00E+01;3,60E+01;2,00E+00
7224,1211;8,00E+00;3,80E+01;7,00E+00
7226,5625;1,20E+01;4,10E+01;4,00E+00
7229,0039;1,20E+01;4,70E+01;3,00E+00
7231,4453;8,00E+00;3,80E+01;6,00E+00
7233,8867;1,00E+01;3,80E+01;6,00E+00
7236,3281;1,10E+01;4,30E+01;0,00E+00
7238,77;9,00E+00;3,60E+01;6,00E+00
7241,2109;1,00E+01;5,00E+01;1,00E+00
7243,6523;1,40E+01;3,50E+01;5,00E+00
7246,0938;1,10E+01;4,10E+01;4,00E+00
7248,5352;7,00E+00;2,60E+01;1,00E+00
7250,9766;1,60E+01;4,90E+01;3,00E+00
7253,418;1,10E+01;4,40E+01;4,00E+00
7255,8594;8,00E+00;4,00E+01;3,00E+00
7258,3008;8,00E+00;5,20E+01;3,00E+00
7260,7422;1,10E+01;4,80E+01;4,00E+00
7263,1836;1,20E+01;3,70E+01;2,00E+00
7265,625;1,80E+01;3,60E+01;2,00E+00
7268,0664;1,70E+01;4,00E+01;1,00E+00
7270,5078;9,00E+00;3,30E+01;0,00E+00
7272,9492;1,40E+01;3,40E+01;2,00E+00
7275,3906;1,40E+01;3,90E+01;2,00E+00
7277,832;1,30E+01;4,60E+01;2,00E+00
7280,2734;8,00E+00;3,60E+01;5,00E+00
7282,7148;1,60E+01;4,00E+01;4,00E+00
7285,1563;1,20E+01;3,60E+01;2,00E+00
7287,5977;1,00E+01;4,60E+01;2,00E+00
7290,0391;1,10E+01;3,60E+01;1,00E+00
7292,48;1,20E+01;4,60E+01;4,00E+00
7294,9219;1,00E+01;3,60E+01;1,00E+00
7297,3633;9,00E+00;4,30E+01;4,00E+00
7299,8047;1,40E+01;3,10E+01;4,00E+00
7302,2461;1,10E+01;3,30E+01;2,00E+00
7304,6875;9,00E+00;4,10E+01;3,00E+00
7307,1289;1,40E+01;3,00E+01;2,00E+00
7309,57;1,00E+01;4,10E+01;5,00E+00
7312,0117;2,10E+01;3,80E+01;1,00E+00
7314,4531;1,30E+01;3,40E+01;3,00E+00
7316,8945;1,30E+01;3,80E+01;0,00E+00
7319,3359;5,00E+00;2,90E+01;3,00E+00
7321,7773;1,20E+01;3,80E+01;2,00E+00
7324,2188;8,00E+00;5,00E+01;4,00E+00
7326,66;9,00E+00;4,50E+01;2,00E+00
7329,1016;1,30E+01;3,60E+01;6,00E+00
7331,543;7,00E+00;3,50E+01;5,00E+00
7333,9844;1,30E+01;5,00E+01;2,00E+00
7336,4258;1,10E+01;3,60E+01;2,00E+00
7338,8672;6,00E+00;3,20E+01;5,00E+00
7341,3086;1,90E+01;4,00E+01;5,00E+00
7343,75;1,10E+01;3,90E+01;4,00E+00
7346,1914;7,00E+00;4,80E+01;2,00E+00
7348,6328;8,00E+00;4,00E+01;2,00E+00
7351,0742;1,00E+01;4,50E+01;3,00E+00
7353,5156;1,10E+01;3,80E+01;5,00E+00
7355,957;1,10E+01;3,90E+01;6,00E+00
7358,3984;1,40E+01;3,90E+01;4,00E+00
7360,84;9,00E+00;3,50E+01;2,00E+00
7363,2813;1,00E+01;2,70E+01;2,00E+00
7365,7227;1,20E+01;2,90E+01;3,00E+00
7368,1641;1,50E+01;3,00E+01;3,00E+00
7370,6055;1,40E+01;5,00E+01;1,00E+00
7373,0469;1,40E+01;4,30E+01;2,00E+00
7375,4883;1,30E+01;3,30E+01;1,00E+00
7377,93;1,50E+01;3,70E+01;3,00E+00
7380,3711;1,10E+01;5,40E+01;1,00E+00
7382,8125;8,00E+00;4,60E+01;4,00E+00
7385,2539;1,10E+01;4,80E+01;2,00E+00
7387,6953;1,00E+01;3,90E+01;3,00E+00
7390,1367;6,00E+00;2,60E+01;3,00E+00
7392,5781;9,00E+00;3,70E+01;5,00E+00
7395,02;1,60E+01;4,00E+01;6,00E+00
7397,4609;1,50E+01;4,60E+01;2,00E+00
7399,9023;1,90E+01;3,30E+01;4,00E+00
7402,3438;6,00E+00;4,20E+01;5,00E+00
7404,7852;5,00E+00;4,40E+01;0,00E+00
7407,2266;1,10E+01;3,60E+01;3,00E+00
7409,668;9,00E+00;4,00E+01;3,00E+00
7412,1094;7,00E+00;3,80E+01;1,00E+00
7414,5508;1,60E+01;3,80E+01;4,00E+00
7416,9922;1,30E+01;3,00E+01;4,00E+00
7419,4336;9,00E+00;4,10E+01;7,00E+00
7421,875;8,00E+00;4,40E+01;3,00E+00
7424,3164;1,60E+01;3,40E+01;2,00E+00
7426,7578;8,00E+00;3,90E+01;7,00E+00
7429,1992;1,30E+01;4,30E+01;2,00E+00
7431,6406;1,50E+01;4,10E+01;1,00E+00
7434,082;1,30E+01;4,20E+01;5,00E+00
7436,5234;1,10E+01;3,60E+01;1,00E+00
7438,9648;8,00E+00;4,30E+01;2,00E+00
7441,4063;1,60E+01;5,50E+01;2,00E+00
7443,8477;1,10E+01;3,10E+01;7,00E+00
7446,2891;1,20E+01;4,00E+01;4,00E+00
7448,73;1,30E+01;3,60E+01;4,00E+00
7451,1719;1,00E+01;3,40E+01;4,00E+00
7453,6133;9,00E+00;3,50E+01;5,00E+00
7456,0547;1,10E+01;4,80E+01;3,00E+00
7458,4961;1,70E+01;4,30E+01;1,00E+00
7460,9375;1,40E+01;4,20E+01;2,00E+00
7463,3789;1,20E+01;4,30E+01;2,00E+00
7465,82;1,00E+01;4,50E+01;2,00E+00
7468,2617;1,40E+01;3,60E+01;3,00E+00
7470,7031;1,50E+01;3,10E+01;4,00E+00
7473,1445;9,00E+00;3,80E+01;5,00E+00
7475,5859;1,20E+01;2,80E+01;3,00E+00
7478,0273;1,10E+01;4,20E+01;2,00E+00
7480,4688;9,00E+00;4,40E+01;1,00E+00
7482,91;1,60E+01;2,70E+01;2,00E+00
7485,3516;9,00E+00;4,90E+01;2,00E+00
7487,793;1,60E+01;3,90E+01;3,00E+00
7490,2344;1,30E+01;2,40E+01;2,00E+00
7492,6758;1,70E+01;3,50E+01;1,00E+00
7495,1172;8,00E+00;4,20E+01;4,00E+00
7497,5586;1,30E+01;3,80E+01;4,00E+00
7500;1,20E+01;3,30E+01;0,00E+00
7502,4414;1,10E+01;3,60E+01;5,00E+00
7504,8828;1,30E+01;3,50E+01;5,00E+00
7507,3242;1,10E+01;2,80E+01;0,00E+00
7509,7656;1,10E+01;3,80E+01;4,00E+00
7512,207;3,00E+00;4,10E+01;4,00E+00
7514,6484;1,40E+01;2,90E+01;4,00E+00
7517,09;1,50E+01;4,30E+01;5,00E+00
7519,5313;1,30E+01;4,60E+01;2,00E+00
7521,9727;1,10E+01;4,40E+01;3,00E+00
7524,4141;1,40E+01;4,10E+01;4,00E+00
7526,8555;1,00E+01;3,00E+01;4,00E+00
7529,2969;7,00E+00;4,20E+01;2,00E+00
7531,7383;1,50E+01;3,30E+01;3,00E+00
7534,18;1,40E+01;3,60E+01;7,00E+00
7536,6211;1,10E+01;2,90E+01;1,00E+00
7539,0625;1,20E+01;3,30E+01;3,00E+00
7541,5039;1,30E+01;3,90E+01;1,00E+00
7543,9453;1,00E+01;4,40E+01;3,00E+00
7546,3867;1,10E+01;4,00E+01;3,00E+00
7548,8281;1,10E+01;2,70E+01;6,00E+00
7551,27;1,10E+01;5,00E+01;6,00E+00
7553,7109;1,30E+01;2,80E+01;1,00E+00
7556,1523;1,00E+01;3,30E+01;1,00E+00
7558,5938;1,00E+01;4,10E+01;7,00E+00
7561,0352;9,00E+00;3,80E+01;2,00E+00
7563,4766;1,40E+01;2,80E+01;3,00E+00
7565,918;9,00E+00;4,20E+01;1,00E+00
7568,3594;1,10E+01;3,50E+01;0,00E+00
7570,8008;9,00E+00;5,10E+01;3,00E+00
7573,2422;6,00E+00;4,20E+01;2,00E+00
7575,6836;7,00E+00;4,70E+01;6,00E+00
7578,125;1,60E+01;2,80E+01;3,00E+00
7580,5664;1,20E+01;4,20E+01;6,00E+00
7583,0078;1,10E+01;3,10E+01;2,00E+00
7585,4492;1,20E+01;3,60E+01;1,00E+00
7587,8906;9,00E+00;4,50E+01;3,00E+00
7590,332;1,10E+01;3,40E+01;3,00E+00
7592,7734;1,50E+01;4,00E+01;0,00E+00
7595,2148;7,00E+00;3,70E+01;4,00E+00
7597,6563;8,00E+00;3,20E+01;4,00E+00
7600,0977;1,10E+01;3,60E+01;5,00E+00
7602,5391;1,10E+01;3,00E+01;2,00E+00
7604,98;8,00E+00;3,80E+01;3,00E+00
7607,4219;1,20E+01;4,00E+01;4,00E+00
7609,8633;1,50E+01;4,60E+01;3,00E+00
7612,3047;1,40E+01;4,40E+01;4,00E+00
7614,7461;1,70E+01;3,30E+01;1,00E+00
7617,1875;1,50E+01;3,00E+01;3,00E+00
7619,6289;7,00E+00;3,00E+01;2,00E+00
7622,07;1,10E+01;4,40E+01;1,00E+00
7624,5117;1,00E+01;4,00E+01;3,00E+00
7626,9531;8,00E+00;4,50E+01;7,00E+00
7629,3945;1,70E+01;3,80E+01;2,00E+00
7631,8359;1,60E+01;3,40E+01;4,00E+00
7634,2773;3,00E+00;3,10E+01;2,00E+00
7636,7188;1,30E+01;3,20E+01;1,00E+00
7639,16;1,00E+01;4,10E+01;3,00E+00
7641,6016;1,30E+01;2,60E+01;1,00E+00
7644,043;1,80E+01;3,30E+01;1,00E+00
7646,4844;1,00E+01;4,90E+01;3,00E+00
7648,9258;1,30E+01;2,00E+01;3,00E+00
7651,3672;1,40E+01;3,50E+01;3,00E+00
7653,8086;8,00E+00;4,60E+01;2,00E+00
7656,25;1,30E+01;3,30E+01;1,00E+00
7658,6914;6,00E+00;3,30E+01;3,00E+00
7661,1328;1,00E+01;4,30E+01;0,00E+00
7663,5742;9,00E+00;3,10E+01;2,00E+00
7666,0156;9,00E+00;2,50E+01;2,00E+00
7668,457;1,30E+01;3,90E+01;1,00E+00
7670,8984;1,40E+01;3,90E+01;1,00E+00
7673,34;1,20E+01;3,80E+01;4,00E+00
7675,7813;1,10E+01;3,70E+01;6,00E+00
7678,2227;1,00E+01;3,30E+01;1,00E+00
7680,6641;1,70E+01;2,90E+01;2,00E+00
7683,1055;1,30E+01;3,60E+01;3,00E+00
7685,5469;1,00E+01;3,10E+01;3,00E+00
7687,9883;1,50E+01;4,10E+01;2,00E+00
7690,43;9,00E+00;3,90E+01;1,00E+00
7692,8711;1,00E+01;4,00E+01;6,00E+00
7695,3125;1,20E+01;2,80E+01;3,00E+00
7697,7539;1,30E+01;3,00E+01;3,00E+00
7700,1953;1,30E+01;2,90E+01;5,00E+00
7702,6367;1,30E+01;3,50E+01;2,00E+00
7705,0781;1,40E+01;3,70E+01;6,00E+00
7707,52;8,00E+00;3,40E+01;4,00E+00
7709,9609;7,00E+00;2,90E+01;5,00E+00
7712,4023;1,90E+01;2,70E+01;2,00E+00
7714,8438;9,00E+00;3,90E+01;5,00E+00
7717,2852;1,30E+01;3,20E+01;3,00E+00
7719,7266;1,00E+01;2,50E+01;2,00E+00
7722,168;6,00E+00;3,80E+01;5,00E+00
7724,6094;1,00E+01;4,00E+01;7,00E+00
7727,0508;1,10E+01;2,90E+01;3,00E+00
7729,4922;1,70E+01;3,80E+01;4,00E+00
7731,9336;1,30E+01;3,40E+01;3,00E+00
7734,375;1,10E+01;3,70E+01;4,00E+00
7736,8164;5,00E+00;3,90E+01;3,00E+00
7739,2578;1,30E+01;4,00E+01;3,00E+00
7741,6992;1,20E+01;3,30E+01;2,00E+00
7744,1406;1,10E+01;3,20E+01;3,00E+00
7746,582;1,20E+01;4,90E+01;5,00E+00
7749,0234;8,00E+00;3,00E+01;1,00E+00
7751,4648;8,00E+00;3,30E+01;3,00E+00
7753,9063;5,00E+00;3,60E+01;4,00E+00
7756,3477;9,00E+00;2,80E+01;1,00E+00
7758,7891;1,00E+01;4,70E+01;1,00E+00
7761,23;1,50E+01;3,70E+01;7,00E+00
7763,6719;1,30E+01;2,90E+01;1,00E+00
7766,1133;1,20E+01;4,00E+01;2,00E+00
7768,5547;1,00E+01;2,70E+01;4,00E+00
7770,9961;7,00E+00;3,30E+01;3,00E+00
7773,4375;8,00E+00;3,90E+01;2,00E+00
7775,8789;6,00E+00;4,60E+01;5,00E+00
7778,32;8,00E+00;2,90E+01;4,00E+00
7780,7617;1,30E+01;3,30E+01;2,00E+00
7783,2031;1,60E+01;4,30E+01;4,00E+00
7785,6445;1,40E+01;2,90E+01;3,00E+00
7788,0859;7,00E+00;3,50E+01;4,00E+00
7790,5273;1,50E+01;3,00E+01;0,00E+00
7792,9688;1,10E+01;4,70E+01;1,00E+00
7795,41;1,20E+01;3,50E+01;1,00E+00
7797,8516;1,30E+01;3,90E+01;0,00E+00
7800,293;6,00E+00;4,20E+01;3,00E+00
7802,7344;7,00E+00;3,10E+01;3,00E+00
7805,1758;3,00E+00;2,90E+01;5,00E+00
7807,6172;1,20E+01;3,90E+01;3,00E+00
7810,0586;8,00E+00;2,70E+01;3,00E+00
7812,5;1,00E+01;3,50E+01;1,00E+00
7814,9414;1,20E+01;4,00E+01;5,00E+00
7817,3828;1,10E+01;5,00E+01;4,00E+00
7819,8242;1,00E+01;2,30E+01;5,00E+00
7822,2656;9,00E+00;3,60E+01;3,00E+00
7824,707;1,30E+01;3,80E+01;1,00E+00
7827,1484;3,00E+00;4,70E+01;2,00E+00
7829,59;2,00E+01;3,80E+01;3,00E+00
7832,0313;9,00E+00;3,10E+01;4,00E+00
7834,4727;1,30E+01;3,30E+01;3,00E+00
7836,9141;1,50E+01;4,20E+01;1,00E+00
7839,3555;1,50E+01;4,20E+01;1,00E+00
7841,7969;1,50E+01;2,70E+01;5,00E+00
7844,2383;1,20E+01;3,50E+01;5,00E+00
7846,68;7,00E+00;3,50E+01;2,00E+00
7849,1211;1,50E+01;3,40E+01;3,00E+00
7851,5625;1,50E+01;3,50E+01;5,00E+00
7854,0039;7,00E+00;3,20E+01;2,00E+00
7856,4453;6,00E+00;2,80E+01;1,00E+00
7858,8867;1,30E+01;3,00E+01;3,00E+00
7861,3281;8,00E+00;3,60E+01;2,00E+00
7863,77;1,30E+01;3,30E+01;2,00E+00
7866,2109;1,80E+01;2,70E+01;2,00E+00
7868,6523;9,00E+00;3,50E+01;4,00E+00
7871,0938;1,50E+01;3,30E+01;1,00E+00
7873,5352;5,00E+00;2,60E+01;3,00E+00
7875,9766;1,30E+01;4,10E+01;2,00E+00
7878,418;9,00E+00;2,70E+01;4,00E+00
7880,8594;5,00E+00;2,70E+01;1,00E+00
7883,3008;9,00E+00;2,90E+01;3,00E+00
7885,7422;7,00E+00;3,60E+01;2,00E+00
7888,1836;8,00E+00;3,70E+01;1,00E+00
7890,625;1,20E+01;4,10E+01;3,00E+00
7893,0664;7,00E+00;4,60E+01;3,00E+00
7895,5078;1,30E+01;4,10E+01;5,00E+00
7897,9492;7,00E+00;5,00E+01;1,00E+00
7900,3906;1,10E+01;4,10E+01;3,00E+00
7902,832;1,40E+01;3,50E+01;2,00E+00
